PROVINSI,JENIS_TANAMAN,LUAS_PANEN(Hektar),LUAS_SAWAH(Hektar),SUHU(C),CURAH_HUJAN(mm),PRODUKSI(ton),TAHUN
BANTEN,5,8319.00,196370.00,"26,7",735,117550.00,2007
BALI,5,12417.00,80251.00,"26,9","1 985,10",174189.00,2007
NUSA TENGGARA BARAT,5,7510.00,231129.00,"26,6","1 408,00",88527.00,2007
NUSA TENGGARA TIMUR,5,76247.00,122649.00,"27,3","1 291,00",794121.00,2007
KALIMANTAN BARAT,5,15573.00,290392.00,"26,7","3 666,00",221630.00,2007
KALIMANTAN TENGAH,5,5793.00,159059.00,"27,4","3 613,40",67617.00,2007
KALIMANTAN SELATAN,5,8205.00,471042.00,"26,7","2 487,80",117322.00,2007
KALIMANTAN TIMUR,5,6593.00,92934.00,"27,5","2 454,10",105395.00,2007
KALIMANTAN UTARA,5,-,-,,,-,2007
SULAWESI UTARA,5,5709.00,61098.00,"26,3","3 436,80",74406.00,2007
SULAWESI TENGAH,5,4609.00,128250.00,"25,2","953,4",70858.00,2007
SULAWESI SELATAN,5,31026.00,560989.00,27,"3 377,00",514277.00,2007
SULAWESI TENGGARA,5,14933.00,65338.00,"26,7","3 465,80",239271.00,2007
GORONTALO,5,647.00,27794.00,"28,6","1 781,00",7432.00,2007
SULAWESI BARAT,5,3309.00,50800.00,"27,2","1 472,40",45921.00,2007
MALUKU,5,8318.00,10035.00,27,"3 144,60",105761.00,2007
MALUKU UTARA,5,9781.00,11782.00,"26,7","2 295,00",118354.00,2007
PAPUA BARAT,5,1615.00,8395.00,"27,4","1 492,00",17834.00,2007
PAPUA,5,2987.00,26397.00,"27,2","2 314,00",34450.00,2007
ACEH,6,1542.00,312803.00,…,,15187.00,2007
SUMATERA UTARA,6,12129.00,453372.00,27,"2 513,00",117641.00,2007
SUMATERA BARAT,6,3769.00,227355.00,"25,7","4 329,00",53793.00,2007
RIAU,6,1627.00,128242.00,"27,1","3 216,30",12814.00,2007
JAMBI,6,4026.00,117543.00,"26,6","2 394,00",36363.00,2007
SUMATERA SELATAN,6,3033.00,530204.00,27,"2 364,70",21515.00,2007
BENGKULU,6,3372.00,93779.00,"26,4","3 150,00",32131.00,2007
LAMPUNG,6,4813.00,342507.00,"27,6","1 941,40",46772.00,2007
KEP. BANGKA BELITUNG,6,647.00,4176.00,"26,7","2 734,90",5144.00,2007
KEP. RIAU,6,191.00,124.00,26,"3 633,90",1472.00,2007
DKI JAKARTA,6,-,1200.00,"28,3","2 353,90",-,2007
JAWA BARAT,6,28096.00,934845.00,"23,5","2 219,00",375714.00,2007
JAWA TENGAH,6,10592.00,962942.00,"27,9","1 868,00",143364.00,2007
DI YOGYAKARTA,6,515.00,55540.00,"25,8",919,5496.00,2007
JAWA TIMUR,6,13975.00,1096605.00,"29,1","1 515,20",149811.00,2007
BANTEN,6,2904.00,196370.00,"26,7",735,33694.00,2007
BALI,6,7037.00,80251.00,"26,9","1 985,10",91187.00,2007
NUSA TENGGARA BARAT,6,1135.00,231129.00,"26,6","1 408,00",13007.00,2007
NUSA TENGGARA TIMUR,6,12940.00,122649.00,"27,3","1 291,00",102375.00,2007
KALIMANTAN BARAT,6,1779.00,290392.00,"26,7","3 666,00",13882.00,2007
KALIMANTAN TENGAH,6,1232.00,159059.00,"27,4","3 613,40",8619.00,2007
KALIMANTAN SELATAN,6,2691.00,471042.00,"26,7","2 487,80",31143.00,2007
KALIMANTAN TIMUR,6,3217.00,92934.00,"27,5","2 454,10",30855.00,2007
KALIMANTAN UTARA,6,-,-,,,-,2007
SULAWESI UTARA,6,3617.00,61098.00,"26,3","3 436,80",35475.00,2007
SULAWESI TENGAH,6,2996.00,128250.00,"25,2","953,4",29079.00,2007
SULAWESI SELATAN,6,5549.00,560989.00,27,"3 377,00",58819.00,2007
SULAWESI TENGGARA,6,3357.00,65338.00,"26,7","3 465,80",27588.00,2007
GORONTALO,6,314.00,27794.00,"28,6","1 781,00",2974.00,2007
SULAWESI BARAT,6,846.00,50800.00,"27,2","1 472,40",9304.00,2007
MALUKU,6,2448.00,10035.00,27,"3 144,60",20929.00,2007
MALUKU UTARA,6,4035.00,11782.00,"26,7","2 295,00",35199.00,2007
PAPUA BARAT,6,1874.00,8395.00,"27,4","1 492,00",18702.00,2007
PAPUA,6,30634.00,26397.00,"27,2","2 314,00",306804.00,2007
ACEH,0,329109.00,323010.00,27,"1 207,40",1402287.00,2008
SUMATERA UTARA,0,748540.00,478521.00,"26,9","2 442,00",3340794.00,2008
SUMATERA BARAT,0,421902.00,225623.00,"25,4",,1965634.00,2008
RIAU,0,147796.00,122255.00,"27,4","3 026,20",494260.00,2008
JAMBI,0,143034.00,116212.00,"26,5","2 230,00",581704.00,2008
SUMATERA SELATAN,0,718797.00,577821.00,"26,9","2 685,70",2971286.00,2008
BENGKULU,0,127506.00,89244.00,"26,3","3 396,00",484900.00,2008
LAMPUNG,0,506547.00,348732.00,"26,4","1 940,10",2341075.00,2008
KEP. BANGKA BELITUNG,0,6266.00,3506.00,"26,4","2 125,20",15079.00,2008
KEP. RIAU,0,134.00,133.00,"26,5","3 363,30",404.00,2008
DKI JAKARTA,0,1640.00,1200.00,"27,9","1 779,10",8352.00,2008
JAWA BARAT,0,1803628.00,945544.00,"23,2","2 001,00",10111069.00,2008
JAWA TENGAH,0,1659314.00,963984.00,"27,4","2 690,30",9136405.00,2008
DI YOGYAKARTA,0,140167.00,55332.00,"26,1","1 870,80",798232.00,2008
JAWA TIMUR,0,1774884.00,1108578.00,28,"1 502,90",10474773.00,2008
BANTEN,0,362637.00,195583.00,"26,6","1 476,00",1818166.00,2008
BALI,0,143999.00,80873.00,"26,8","1 791,70",840465.00,2008
NUSA TENGGARA BARAT,0,359714.00,230986.00,"27,3","1 440,00",1750677.00,2008
NUSA TENGGARA TIMUR,0,187907.00,124416.00,"27,2","1 988,00",577895.00,2008
KALIMANTAN BARAT,0,423601.00,292687.00,"26,4","3 131,80",1321443.00,2008
KALIMANTAN TENGAH,0,205684.00,157406.00,"27,2","2 794,50",522732.00,2008
KALIMANTAN SELATAN,0,507319.00,477336.00,"26,4","2 868,30",1954284.00,2008
KALIMANTAN TIMUR,0,157341.00,84235.00,"26,7","2 757,60",586031.00,2008
KALIMANTAN UTARA,0,-,-,,,-,2008
SULAWESI UTARA,0,109951.00,61133.00,26,"3 635,00",520193.00,2008
SULAWESI TENGAH,0,211876.00,129016.00,"26,6","949,1",985418.00,2008
SULAWESI SELATAN,0,836298.00,567520.00,"26,9","2 458,00",4083356.00,2008
SULAWESI TENGGARA,0,102520.00,82806.00,"26,5","2 300,80",405256.00,2008
GORONTALO,0,46942.00,31327.00,"26,5","2 289,00",237873.00,2008
SULAWESI BARAT,0,72471.00,53220.00,"27,1","2 253,90",343221.00,2008
MALUKU,0,19142.00,11461.00,26,"5 652,00",75826.00,2008
MALUKU UTARA,0,14831.00,13630.00,"26,6","2 757,70",51599.00,2008
PAPUA BARAT,0,11467.00,9116.00,"27,3","1 602,00",39537.00,2008
PAPUA,0,24461.00,29018.00,27,"2 144,50",85699.00,2008
ACEH,1,34164.00,323010.00,27,"1 207,40",112894.00,2008
SUMATERA UTARA,1,240413.00,478521.00,"26,9","2 442,00",1098969.00,2008
SUMATERA BARAT,1,63219.00,225623.00,"25,4",,351843.00,2008
RIAU,1,21397.00,122255.00,"27,4","3 026,20",47959.00,2008
JAMBI,1,9520.00,116212.00,"26,5","2 230,00",34616.00,2008
SUMATERA SELATAN,1,31716.00,577821.00,"26,9","2 685,70",101439.00,2008
BENGKULU,1,35661.00,89244.00,"26,3","3 396,00",111826.00,2008
LAMPUNG,1,387549.00,348732.00,"26,4","1 940,10",1809886.00,2008
KEP. BANGKA BELITUNG,1,393.00,3506.00,"26,4","2 125,20",1193.00,2008
KEP. RIAU,1,531.00,133.00,"26,5","3 363,30",1125.00,2008
DKI JAKARTA,1,20.00,1200.00,"27,9","1 779,10",39.00,2008
JAWA BARAT,1,118976.00,945544.00,"23,2","2 001,00",639822.00,2008
JAWA TENGAH,1,639354.00,963984.00,"27,4","2 690,30",2679914.00,2008
DI YOGYAKARTA,1,71164.00,55332.00,"26,1","1 870,80",285372.00,2008
JAWA TIMUR,1,1235933.00,1108578.00,28,"1 502,90",5053107.00,2008
BANTEN,1,6288.00,195583.00,"26,6","1 476,00",20169.00,2008
BALI,1,27251.00,80873.00,"26,8","1 791,70",77619.00,2008
NUSA TENGGARA BARAT,1,59078.00,230986.00,"27,3","1 440,00",196263.00,2008
NUSA TENGGARA TIMUR,1,270717.00,124416.00,"27,2","1 988,00",673112.00,2008
KALIMANTAN BARAT,1,42834.00,292687.00,"26,4","3 131,80",181407.00,2008
KALIMANTAN TENGAH,1,2104.00,157406.00,"27,2","2 794,50",5982.00,2008
KALIMANTAN SELATAN,1,20116.00,477336.00,"26,4","2 868,30",95064.00,2008
KALIMANTAN TIMUR,1,5375.00,84235.00,"26,7","2 757,60",12795.00,2008
KALIMANTAN UTARA,1,-,-,,,-,2008
SULAWESI UTARA,1,131791.00,61133.00,26,"3 635,00",466041.00,2008
SULAWESI TENGAH,1,38209.00,129016.00,"26,6","949,1",136907.00,2008
SULAWESI SELATAN,1,285094.00,567520.00,"26,9","2 458,00",1195691.00,2008
SULAWESI TENGGARA,1,37249.00,82806.00,"26,5","2 300,80",93064.00,2008
GORONTALO,1,156436.00,31327.00,"26,5","2 289,00",753598.00,2008
SULAWESI BARAT,1,9110.00,53220.00,"27,1","2 253,90",40252.00,2008
MALUKU,1,8045.00,11461.00,26,"5 652,00",18924.00,2008
MALUKU UTARA,1,6834.00,13630.00,"26,6","2 757,70",11493.00,2008
PAPUA BARAT,1,1070.00,9116.00,"27,3","1 602,00",1711.00,2008
PAPUA,1,4113.00,29018.00,27,"2 144,50",7155.00,2008
ACEH,2,32898.00,323010.00,27,"1 207,40",43885.00,2008
SUMATERA UTARA,2,9597.00,478521.00,"26,9","2 442,00",11647.00,2008
SUMATERA BARAT,2,1125.00,225623.00,"25,4",,1459.00,2008
RIAU,2,4319.00,122255.00,"27,4","3 026,20",4689.00,2008
JAMBI,2,4785.00,116212.00,"26,5","2 230,00",5969.00,2008
SUMATERA SELATAN,2,5352.00,577821.00,"26,9","2 685,70",7305.00,2008
BENGKULU,2,2487.00,89244.00,"26,3","3 396,00",2316.00,2008
LAMPUNG,2,5658.00,348732.00,"26,4","1 940,10",6678.00,2008
KEP. BANGKA BELITUNG,2,8.00,3506.00,"26,4","2 125,20",8.00,2008
KEP. RIAU,2,2.00,133.00,"26,5","3 363,30",2.00,2008
DKI JAKARTA,2,-,1200.00,"27,9","1 779,10",-,2008
JAWA BARAT,2,23810.00,945544.00,"23,2","2 001,00",32921.00,2008
JAWA TENGAH,2,111653.00,963984.00,"27,4","2 690,30",167345.00,2008
DI YOGYAKARTA,2,32514.00,55332.00,"26,1","1 870,80",34998.00,2008
JAWA TIMUR,2,216828.00,1108578.00,28,"1 502,90",277281.00,2008
BANTEN,2,4975.00,195583.00,"26,6","1 476,00",6452.00,2008
BALI,2,6345.00,80873.00,"26,8","1 791,70",9323.00,2008
NUSA TENGGARA BARAT,2,76154.00,230986.00,"27,3","1 440,00",95106.00,2008
NUSA TENGGARA TIMUR,2,2326.00,124416.00,"27,2","1 988,00",2295.00,2008
KALIMANTAN BARAT,2,1333.00,292687.00,"26,4","3 131,80",1562.00,2008
KALIMANTAN TENGAH,2,1653.00,157406.00,"27,2","2 794,50",1860.00,2008
KALIMANTAN SELATAN,2,3260.00,477336.00,"26,4","2 868,30",3818.00,2008
KALIMANTAN TIMUR,2,2143.00,84235.00,"26,7","2 757,60",2578.00,2008
KALIMANTAN UTARA,2,-,-,,,-,2008
SULAWESI UTARA,2,5227.00,61133.00,26,"3 635,00",7217.00,2008
SULAWESI TENGAH,2,2362.00,129016.00,"26,6","949,1",2927.00,2008
SULAWESI SELATAN,2,19048.00,567520.00,"26,9","2 458,00",29125.00,2008
SULAWESI TENGGARA,2,4101.00,82806.00,"26,5","2 300,80",3812.00,2008
GORONTALO,2,1873.00,31327.00,"26,5","2 289,00",2514.00,2008
SULAWESI BARAT,2,1498.00,53220.00,"27,1","2 253,90",2054.00,2008
MALUKU,2,1294.00,11461.00,26,"5 652,00",1563.00,2008
MALUKU UTARA,2,1047.00,13630.00,"26,6","2 757,70",1278.00,2008
PAPUA BARAT,2,1624.00,9116.00,"27,3","1 602,00",1740.00,2008
PAPUA,2,3657.00,29018.00,27,"2 144,50",3983.00,2008
ACEH,3,5214.00,323010.00,27,"1 207,40",6322.00,2008
SUMATERA UTARA,3,16626.00,478521.00,"26,9","2 442,00",19316.00,2008
SUMATERA BARAT,3,7797.00,225623.00,"25,4",,10260.00,2008
RIAU,3,2412.00,122255.00,"27,4","3 026,20",2240.00,2008
JAMBI,3,1960.00,116212.00,"26,5","2 230,00",2367.00,2008
SUMATERA SELATAN,3,5757.00,577821.00,"26,9","2 685,70",7499.00,2008
BENGKULU,3,4622.00,89244.00,"26,3","3 396,00",4585.00,2008
LAMPUNG,3,10316.00,348732.00,"26,4","1 940,10",13088.00,2008
KEP. BANGKA BELITUNG,3,463.00,3506.00,"26,4","2 125,20",422.00,2008
KEP. RIAU,3,102.00,133.00,"26,5","3 363,30",94.00,2008
DKI JAKARTA,3,17.00,1200.00,"27,9","1 779,10",17.00,2008
JAWA BARAT,3,54103.00,945544.00,"23,2","2 001,00",78512.00,2008
JAWA TENGAH,3,135270.00,963984.00,"27,4","2 690,30",171385.00,2008
DI YOGYAKARTA,3,64087.00,55332.00,"26,1","1 870,80",63240.00,2008
JAWA TIMUR,3,170437.00,1108578.00,28,"1 502,90",202345.00,2008
BANTEN,3,12299.00,195583.00,"26,6","1 476,00",16319.00,2008
BALI,3,12247.00,80873.00,"26,8","1 791,70",16592.00,2008
NUSA TENGGARA BARAT,3,25541.00,230986.00,"27,3","1 440,00",32348.00,2008
NUSA TENGGARA TIMUR,3,21894.00,124416.00,"27,2","1 988,00",25678.00,2008
KALIMANTAN BARAT,3,1779.00,292687.00,"26,4","3 131,80",2012.00,2008
KALIMANTAN TENGAH,3,1282.00,157406.00,"27,2","2 794,50",1417.00,2008
KALIMANTAN SELATAN,3,14161.00,477336.00,"26,4","2 868,30",16476.00,2008
KALIMANTAN TIMUR,3,2223.00,84235.00,"26,7","2 757,60",2465.00,2008
KALIMANTAN UTARA,3,-,-,,,-,2008
SULAWESI UTARA,3,6573.00,61133.00,26,"3 635,00",8640.00,2008
SULAWESI TENGAH,3,5231.00,129016.00,"26,6","949,1",8758.00,2008
SULAWESI SELATAN,3,30690.00,567520.00,"26,9","2 458,00",36269.00,2008
SULAWESI TENGGARA,3,7781.00,82806.00,"26,5","2 300,80",6938.00,2008
GORONTALO,3,1878.00,31327.00,"26,5","2 289,00",1849.00,2008
SULAWESI BARAT,3,528.00,53220.00,"27,1","2 253,90",744.00,2008
MALUKU,3,2573.00,11461.00,26,"5 652,00",3077.00,2008
MALUKU UTARA,3,4305.00,13630.00,"26,6","2 757,70",4951.00,2008
PAPUA BARAT,3,958.00,9116.00,"27,3","1 602,00",978.00,2008
PAPUA,3,2796.00,29018.00,27,"2 144,50",2851.00,2008
ACEH,4,1703.00,323010.00,27,"1 207,40",1777.00,2008
SUMATERA UTARA,4,5160.00,478521.00,"26,9","2 442,00",5493.00,2008
SUMATERA BARAT,4,1227.00,225623.00,"25,4",,1434.00,2008
RIAU,4,1577.00,122255.00,"27,4","3 026,20",1688.00,2008
JAMBI,4,483.00,116212.00,"26,5","2 230,00",535.00,2008
SUMATERA SELATAN,4,2995.00,577821.00,"26,9","2 685,70",4172.00,2008
BENGKULU,4,1284.00,89244.00,"26,3","3 396,00",1226.00,2008
LAMPUNG,4,4492.00,348732.00,"26,4","1 940,10",4003.00,2008
KEP. BANGKA BELITUNG,4,-,3506.00,"26,4","2 125,20",-,2008
KEP. RIAU,4,-,133.00,"26,5","3 363,30",-,2008
DKI JAKARTA,4,-,1200.00,"27,9","1 779,10",-,2008
JAWA BARAT,4,11606.00,945544.00,"23,2","2 001,00",12187.00,2008
JAWA TENGAH,4,81397.00,963984.00,"27,4","2 690,30",90480.00,2008
DI YOGYAKARTA,4,769.00,55332.00,"26,1","1 870,80",514.00,2008
JAWA TIMUR,4,62921.00,1108578.00,28,"1 502,90",72126.00,2008
BANTEN,4,2179.00,195583.00,"26,6","1 476,00",1908.00,2008
BALI,4,930.00,80873.00,"26,8","1 791,70",895.00,2008
NUSA TENGGARA BARAT,4,40017.00,230986.00,"27,3","1 440,00",39756.00,2008
NUSA TENGGARA TIMUR,4,28015.00,124416.00,"27,2","1 988,00",23392.00,2008
KALIMANTAN BARAT,4,668.00,292687.00,"26,4","3 131,80",463.00,2008
KALIMANTAN TENGAH,4,248.00,157406.00,"27,2","2 794,50",205.00,2008
KALIMANTAN SELATAN,4,1482.00,477336.00,"26,4","2 868,30",1529.00,2008
KALIMANTAN TIMUR,4,1071.00,84235.00,"26,7","2 757,60",1136.00,2008
KALIMANTAN UTARA,4,-,-,,,-,2008
SULAWESI UTARA,4,1791.00,61133.00,26,"3 635,00",2381.00,2008
SULAWESI TENGAH,4,1073.00,129016.00,"26,6","949,1",873.00,2008
SULAWESI SELATAN,4,19307.00,567520.00,"26,9","2 458,00",23995.00,2008
SULAWESI TENGGARA,4,1958.00,82806.00,"26,5","2 300,80",1640.00,2008
GORONTALO,4,337.00,31327.00,"26,5","2 289,00",411.00,2008
SULAWESI BARAT,4,981.00,53220.00,"27,1","2 253,90",1293.00,2008
MALUKU,4,605.00,11461.00,26,"5 652,00",638.00,2008
MALUKU UTARA,4,348.00,13630.00,"26,6","2 757,70",383.00,2008
PAPUA BARAT,4,560.00,9116.00,"27,3","1 602,00",557.00,2008
PAPUA,4,953.00,29018.00,27,"2 144,50",969.00,2008
ACEH,5,3093.00,323010.00,27,"1 207,40",38403.00,2008
SUMATERA UTARA,5,37941.00,478521.00,"26,9","2 442,00",736771.00,2008
SUMATERA BARAT,5,5265.00,225623.00,"25,4",,102285.00,2008
RIAU,5,4625.00,122255.00,"27,4","3 026,20",50772.00,2008
JAMBI,5,2706.00,116212.00,"26,5","2 230,00",36905.00,2008
SUMATERA SELATAN,5,13005.00,577821.00,"26,9","2 685,70",197150.00,2008
BENGKULU,5,4231.00,89244.00,"26,3","3 396,00",49478.00,2008
LAMPUNG,5,318969.00,348732.00,"26,4","1 940,10",7721882.00,2008
KEP. BANGKA BELITUNG,5,1393.00,3506.00,"26,4","2 125,20",19722.00,2008
KEP. RIAU,5,884.00,133.00,"26,5","3 363,30",9364.00,2008
DKI JAKARTA,5,39.00,1200.00,"27,9","1 779,10",454.00,2008
JAWA BARAT,5,109354.00,945544.00,"23,2","2 001,00",2034854.00,2008
JAWA TENGAH,5,191053.00,963984.00,"27,4","2 690,30",3325099.00,2008
DI YOGYAKARTA,5,62543.00,55332.00,"26,1","1 870,80",892907.00,2008
JAWA TIMUR,5,220394.00,1108578.00,28,"1 502,90",3533772.00,2008
BANTEN,5,8271.00,195583.00,"26,6","1 476,00",115591.00,2008
BALI,5,11599.00,80873.00,"26,8","1 791,70",169761.00,2008
NUSA TENGGARA BARAT,5,5688.00,230986.00,"27,3","1 440,00",68386.00,2008
NUSA TENGGARA TIMUR,5,87906.00,124416.00,"27,2","1 988,00",928974.00,2008
KALIMANTAN BARAT,5,13677.00,292687.00,"26,4","3 131,80",193804.00,2008
KALIMANTAN TENGAH,5,6269.00,157406.00,"27,2","2 794,50",73344.00,2008
KALIMANTAN SELATAN,5,8123.00,477336.00,"26,4","2 868,30",119085.00,2008
KALIMANTAN TIMUR,5,7532.00,84235.00,"26,7","2 757,60",116218.00,2008
KALIMANTAN UTARA,5,-,-,,,-,2008
SULAWESI UTARA,5,6388.00,61133.00,26,"3 635,00",83656.00,2008
SULAWESI TENGAH,5,4180.00,129016.00,"26,6","949,1",70181.00,2008
SULAWESI SELATAN,5,29796.00,567520.00,"26,9","2 458,00",504198.00,2008
SULAWESI TENGGARA,5,12190.00,82806.00,"26,5","2 300,80",217727.00,2008
GORONTALO,5,771.00,31327.00,"26,5","2 289,00",9215.00,2008
SULAWESI BARAT,5,3902.00,53220.00,"27,1","2 253,90",54809.00,2008
MALUKU,5,8397.00,11461.00,26,"5 652,00",107214.00,2008
MALUKU UTARA,5,9665.00,13630.00,"26,6","2 757,70",116838.00,2008
PAPUA BARAT,5,2052.00,9116.00,"27,3","1 602,00",23072.00,2008
PAPUA,5,3032.00,29018.00,27,"2 144,50",35100.00,2008
ACEH,6,1325.00,323010.00,27,"1 207,40",13172.00,2008
SUMATERA UTARA,6,10316.00,478521.00,"26,9","2 442,00",114186.00,2008
SUMATERA BARAT,6,4082.00,225623.00,"25,4",,61817.00,2008
RIAU,6,1429.00,122255.00,"27,4","3 026,20",11330.00,2008
JAMBI,6,2263.00,116212.00,"26,5","2 230,00",21825.00,2008
SUMATERA SELATAN,6,2829.00,577821.00,"26,9","2 685,70",19621.00,2008
BENGKULU,6,3217.00,89244.00,"26,3","3 396,00",30682.00,2008
LAMPUNG,6,4953.00,348732.00,"26,4","1 940,10",48191.00,2008
KEP. BANGKA BELITUNG,6,578.00,3506.00,"26,4","2 125,20",4653.00,2008
KEP. RIAU,6,193.00,133.00,"26,5","3 363,30",1490.00,2008
DKI JAKARTA,6,-,1200.00,"27,9","1 779,10",-,2008
JAWA BARAT,6,27252.00,945544.00,"23,2","2 001,00",376490.00,2008
JAWA TENGAH,6,8467.00,963984.00,"27,4","2 690,30",117159.00,2008
DI YOGYAKARTA,6,610.00,55332.00,"26,1","1 870,80",7656.00,2008
JAWA TIMUR,6,13750.00,1108578.00,28,"1 502,90",136556.00,2008
BANTEN,6,2884.00,195583.00,"26,6","1 476,00",33793.00,2008
BALI,6,6424.00,80873.00,"26,8","1 791,70",88201.00,2008
NUSA TENGGARA BARAT,6,953.00,230986.00,"27,3","1 440,00",10985.00,2008
NUSA TENGGARA TIMUR,6,13437.00,124416.00,"27,2","1 988,00",107316.00,2008
KALIMANTAN BARAT,6,1643.00,292687.00,"26,4","3 131,80",12871.00,2008
KALIMANTAN TENGAH,6,1735.00,157406.00,"27,2","2 794,50",12153.00,2008
KALIMANTAN SELATAN,6,2417.00,477336.00,"26,4","2 868,30",25903.00,2008
KALIMANTAN TIMUR,6,3114.00,84235.00,"26,7","2 757,60",29372.00,2008
KALIMANTAN UTARA,6,-,-,,,-,2008
SULAWESI UTARA,6,4277.00,61133.00,26,"3 635,00",42062.00,2008
SULAWESI TENGAH,6,2616.00,129016.00,"26,6","949,1",27689.00,2008
SULAWESI SELATAN,6,6235.00,567520.00,"26,9","2 458,00",66546.00,2008
SULAWESI TENGGARA,6,3587.00,82806.00,"26,5","2 300,80",30892.00,2008
GORONTALO,6,412.00,31327.00,"26,5","2 289,00",3947.00,2008
SULAWESI BARAT,6,1442.00,53220.00,"27,1","2 253,90",15895.00,2008
MALUKU,6,2546.00,11461.00,26,"5 652,00",21778.00,2008
MALUKU UTARA,6,4023.00,13630.00,"26,6","2 757,70",35094.00,2008
PAPUA BARAT,6,1524.00,9116.00,"27,3","1 602,00",15340.00,2008
PAPUA,6,34028.00,29018.00,27,"2 144,50",337096.00,2008
ACEH,0,359375.00,359751.00,"26,9","1 577,00",1556858.00,2009
SUMATERA UTARA,0,768407.00,464256.00,"27,1","2 184,00",3527899.00,2009
SUMATERA BARAT,0,439542.00,228176.00,"25,5","4 691,00",2105790.00,2009
RIAU,0,149423.00,122738.00,"27,7","3 390,00",531429.00,2009
JAMBI,0,155802.00,117336.00,"27,1","2 299,00",644947.00,2009
SUMATERA SELATAN,0,746465.00,611072.00,"27,4","2 389,00",3125236.00,2009
BENGKULU,0,132975.00,89614.00,"26,5","3 850,00",510160.00,2009
LAMPUNG,0,570417.00,349144.00,"26,7","1 789,00",2673844.00,2009
KEP. BANGKA BELITUNG,0,8063.00,5017.00,"27,3","1 866,00",19864.00,2009
KEP. RIAU,0,144.00,238.00,"26,9","2 739,00",430.00,2009
DKI JAKARTA,0,1974.00,1215.00,"28,3","1 973,00",11013.00,2009
JAWA BARAT,0,1950203.00,937373.00,"23,4","2 098,00",11322681.00,2009
JAWA TENGAH,0,1725034.00,960768.00,"27,9","2 807,00",9600415.00,2009
DI YOGYAKARTA,0,145424.00,55325.00,"26,1","1 584,00",837930.00,2009
JAWA TIMUR,0,1904830.00,1100517.00,"28,2","1 987,00",11259085.00,2009
BANTEN,0,366138.00,195809.00,"27,2","1 414,00",1849007.00,2009
BALI,0,150283.00,79185.00,"27,1","1 702,00",878764.00,2009
NUSA TENGGARA BARAT,0,374279.00,236420.00,"27,4","1 440,00",1870775.00,2009
NUSA TENGGARA TIMUR,0,194219.00,139943.00,"27,3","1 513,00",607359.00,2009
KALIMANTAN BARAT,0,418929.00,300906.00,"27,1","2 989,00",1300798.00,2009
KALIMANTAN TENGAH,0,214480.00,171428.00,"26,9","2 771,00",578761.00,2009
KALIMANTAN SELATAN,0,490069.00,464581.00,"26,7","2 321,00",1956993.00,2009
KALIMANTAN TIMUR,0,146177.00,88308.00,"28,4","2 163,00",555560.00,2009
KALIMANTAN UTARA,0,-,-,,,-,2009
SULAWESI UTARA,0,114745.00,61134.00,"26,6","2 884,00",549087.00,2009
SULAWESI TENGAH,0,211232.00,130879.00,"27,6",563,953396.00,2009
SULAWESI SELATAN,0,862017.00,565601.00,"27,3","2 908,00",4324178.00,2009
SULAWESI TENGGARA,0,98130.00,89601.00,"27,7","1 783,00",407367.00,2009
GORONTALO,0,48042.00,29062.00,"27,3","1 245,00",256934.00,2009
SULAWESI BARAT,0,64973.00,56056.00,"27,5","1 713,00",310706.00,2009
MALUKU,0,21252.00,11281.00,"26,6","1 920,00",89875.00,2009
MALUKU UTARA,0,13711.00,8890.00,"27,4","2 024,00",46253.00,2009
PAPUA BARAT,0,10486.00,9249.00,"27,1","1 907,00",36985.00,2009
PAPUA,0,26336.00,27454.00,27,"2 323,00",98511.00,2009
ACEH,1,39731.00,359751.00,"26,9","1 577,00",137753.00,2009
SUMATERA UTARA,1,247782.00,464256.00,"27,1","2 184,00",1166548.00,2009
SUMATERA BARAT,1,70882.00,228176.00,"25,5","4 691,00",404795.00,2009
RIAU,1,25016.00,122738.00,"27,7","3 390,00",56521.00,2009
JAMBI,1,10112.00,117336.00,"27,1","2 299,00",38169.00,2009
SUMATERA SELATAN,1,31693.00,611072.00,"27,4","2 389,00",113167.00,2009
BENGKULU,1,28205.00,89614.00,"26,5","3 850,00",93798.00,2009
LAMPUNG,1,434542.00,349144.00,"26,7","1 789,00",2067710.00,2009
KEP. BANGKA BELITUNG,1,458.00,5017.00,"27,3","1 866,00",1403.00,2009
KEP. RIAU,1,502.00,238.00,"26,9","2 739,00",1064.00,2009
DKI JAKARTA,1,16.00,1215.00,"28,3","1 973,00",32.00,2009
JAWA BARAT,1,136707.00,937373.00,"23,4","2 098,00",787599.00,2009
JAWA TENGAH,1,661706.00,960768.00,"27,9","2 807,00",3057845.00,2009
DI YOGYAKARTA,1,74563.00,55325.00,"26,1","1 584,00",314937.00,2009
JAWA TIMUR,1,1295070.00,1100517.00,"28,2","1 987,00",5266720.00,2009
BANTEN,1,8425.00,195809.00,"27,2","1 414,00",27083.00,2009
BALI,1,32305.00,79185.00,"27,1","1 702,00",92998.00,2009
NUSA TENGGARA BARAT,1,81543.00,236420.00,"27,4","1 440,00",308863.00,2009
NUSA TENGGARA TIMUR,1,250536.00,139943.00,"27,3","1 513,00",638899.00,2009
KALIMANTAN BARAT,1,41302.00,300906.00,"27,1","2 989,00",166833.00,2009
KALIMANTAN TENGAH,1,2821.00,171428.00,"26,9","2 771,00",8048.00,2009
